Index,Index SubSeries,Source,GSE,Single Cell,Paired,Hand Processed,Mix bulk,Wanna understand better,Sample source name ch1,Cell Cycle,Cell Cycle Subtype,,Comment,% of zeros in data,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,,Phase Correlation,Cell count,Non zero genes count,Year,Sample organism ch1,Sample source name ch1,Sample status,Sample instrument model,Sample data processing,Sample extract protocol ch1,Sample library selection,Sample library source,Sample library strategy,Sample molecule ch1,Sample platform id,Sample submission date,Sample last update date,Single cell In Info,Single In Info,Cell In Info,In Svensson SC list,Phase Correlation,Shorthand,DOI,Authors,Journal,Title,Date,bioRxiv DOI,Reported cells total,Organism,Tissue,Technique,Data location,Panel size,Measurement,Cell source,Disease,Contrasts,Developmental stage,Number of reported cell types or clusters,Cell clustering,Pseudotime,RNA Velocity,PCA,tSNE,H5AD location,Isolation,BC --> Cell ID _OR_ BC --> Cluster ID,Number individuals
33,33,ARCHS4v_,GSE77288,,,,,,LCL-derived iPSC,Fast,"Some fraction of ""bad-dying"" cells below main part, bad - because high mt percent",,,59.23,1,1,1,1,,0.01,861,27988,2016,Homo sapiens,LCL-derived iPSC,Public on Jul 08 2016,Illumina HiSeq 2500,We used umitools v2.1.1 (https://github.com/brwnj/umitools/releases/tag/v2.1.1) to remove the 5 bp,"Single cell loading and capture was performed following the Fluidigm manual ""Using C1 to Generate S",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Jan 27 2016,Jul 08 2016,1,1,1,1,0.01,Tung et al SRep,10.1038/srep39921,"Po-Yuan Tung, John D. Blischak, Chiaowen Joyce Hsiao, David A. Knowles, Jonathan E. Burnett, Jonathan K. Pritchard, Yoav Gilad",Sci Rep,Batch effects and the effective design of single-cell gene expression studies,20170103,-,564,Human,Culture,STRT-seq (C1),GSE77288,,RNA-seq,iPSCs,,,,,,,,,,,,,
34,34,ARCHS4v_,GSE121411,,,,,,Breast Cancer,Bulk?,Bulk? but percent of zeros is big 55,,,55.48,0,0,1,0,,0.94,846,33493,2018,Homo sapiens,Breast Cancer,Public on Oct 19 2018,Illumina NextSeq 500,Library strategy: Smart-seq 2Xx-xXmRNA-seq libraries were sequenced on an Illumina NextSeq 500 sequ,Plates with cell lysates were thawed and purified with 2.2x RNAClean SPRI beads (Beckman Coulter Ge,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Oct 18 2018,Oct 19 2018,0,0,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,ARCHS4v_,GSE123028,,,,,,Coriell,Challenge,May be flatten and bit of fast,,,58.55,1,1,1,0,,0.94,801,29051,2018,Homo sapiens,Coriell,Public on Jan 02 2019,Illumina HiSeq 2000,"Genome sequencing: For each individual,we used the Burrows- Wheeler Aligner (BWA mem v.0.7.10) to a",Single-cell capture was performed using the C1 single-cell auto prep system (Fluidigm) following th,cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Nov 27 2018,Jan 02 2019,1,1,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,ARCHS4v_,GSE89843,,,,,,Thrombocytes,Bulk?,,,,41.19,0,1,0,0,,0.99,778,34607,2016,Homo sapiens,Thrombocytes,Public on Aug 15 2017,Illumina HiSeq 2500,Single-end 100 bp reads were subjected to pre-aligment 5'-end quality trimming and sequence adapter,Blood platelets were isolated from whole blood in purple-cap BD Vacutainers containing the EDTA ant,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Nov 15 2016,Aug 15 2017,0,1,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,ARCHS4v_,GSE81252,,,,,,iPSC line TkDA3-4,Challenge,G0lika part  and small triangle on top,,,64.44,1,1,1,0,,0.96,765,30734,2016,Homo sapiens,iPSC line TkDA3-4,Public on Feb 08 2017,Illumina HiSeq 2500,"""freeIbis"" was used as an efficient basecaller with calibrated quality scores for Illumina sequence","Cells were loaded into the Fluidigm C1 microfluidic platform, where single cells were captured. Lys",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,May 20 2016,Feb 09 2017,1,1,1,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,ARCHS4v_,GSE120920,,,,,,Neural crest-derived cells,Strange,May be even bulk? but percent of zeros is high 55,,,55.77,0,0,1,0,,0.82,754,26696,2018,Homo sapiens,Neural crest-derived cells,Public on Nov 02 2019,Illumina HiSeq 3000,"Illumina Sequencing by HiSeq3000Xx-xXSequenced reads were quality-controlled, trimmed for adaptor s","After the treatment, the drug-containing medium was removed and the plates were snap frozen on dry ",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL21290,Oct 08 2018,Nov 02 2019,0,0,1,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,ARCHS4v_,GSE75140,,,,,,iPSC 409B2,Challenge,May be Fast mixted with flatten and oval,,,70.22,1,1,1,1,,0.78,728,29125,2015,Homo sapiens,iPSC 409B2,Public on Dec 07 2015,Illumina HiSeq 2500,"""freeIbis"" was used as an efficient basecaller with calibrated quality scores for Illumina sequence","Cells were loaded into the Fluidigm C1 microfluidic platform, where single cells were captured. Lys",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Nov 30 2015,Dec 07 2015,1,1,1,1,0.78,Camp et al PNAS,10.1073/pnas.1520760112,"J. Gray Camp, Farhath Badsha, Marta Florio, Sabina Kanton, Tobias Gerber, Michaela Wilsch-Bräuninger, Eric Lewitus, Alex Sykes, Wulf Hevers, Madeline Lancaster, Juergen A. Knoblich, Robert Lachmann, Svante Pääbo, Wieland B. Huttner, Barbara Treutlein",Proc Natl Acad Sci USA,Human cerebral organoids recapitulate gene expression programs of fetal neocortex development,20151209,-,734,Human,Organoid,SMARTer (C1),GSE75140,,RNA-seq,Cerebral organoid,,,,,,,,,,,,,
40,40,ARCHS4v_,GSE99951,,,,,,human cortical spheroid-derived cell,Oval,SemiOval Left Edge not clear,,,83.85,1,1,1,0,,0.82,726,31119,2017,Homo sapiens,human cortical spheroid-derived cell,Public on Jul 31 2017,Illumina NextSeq 500,Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5-e,single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2Xx-xXSmart-Seq2,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL18573,Jun 12 2017,Jan 23 2018,1,1,1,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,ARCHS4v_,GSE124031,,,,,,iPSC Control,Oval,May be with G1 arrest,,,79.52,1,1,1,0,,0.76,726,27264,2018,Homo sapiens,iPSC Control,Public on Mar 06 2019,Illumina HiSeq 2500,"""freeIbis"" was used as an efficient basecaller with calibrated quality scores for Illumina sequence",Single cells from dissociated organoids were sorted into 96 well plates using FACS and cDNA was obt,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Dec 21 2018,Mar 06 2019,1,1,1,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,ARCHS4v_,GSE89497,,,,,,Extravillous trophoblast of Week 24,OvalFlatten,,,,71.65,0,0,0,1,,0.93,717,27354,2016,Homo sapiens,Extravillous trophoblast of Week 24,Public on Jul 24 2018,Illumina HiSeq 4000,"For data from Illumina, Illumina CASAVA version 1.8 were used to the basecallingXx-xXRead 2 was use",Chrion were scraped from human  placenta and the remaining villi were collected and minced into sma,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Nov 03 2016,Jul 24 2018,0,0,0,1,0.93,Liu et al CResearch,10.1038/s41422-018-0066-y,"Yawei Liu, Xiaoying Fan, Rui Wang, Xiaoyin Lu, Yan-Li Dang, Huiying Wang, Hai-Yan Lin, Cheng Zhu, Hao Ge, James C. Cross, Hongmei Wang",Cell Res,Single-cell RNA-seq reveals the diversity of trophoblast subtypes and patterns of differentiation in the human placenta ,20180724,-,"1,567",Human,Placenta,STRT-seq,GSE89497,,RNA-seq,,,,"8w, 24w",14,,,,,,,,,
43,43,ARCHS4v_,GSE128273,,,,,,K562,Strange,,,,77.58,0,0,1,0,,0.5,707,34163,2019,Homo sapiens,K562,Public on Jul 18 2019,Illumina NextSeq 500,NASC-seq: Trimming of reads was performed with trimgaloreXx-xXNASC-seq: Reads were aligned to Hg38,NASC-seq: Cells were distributed to NASC-seq lysis buffer with FACS.Xx-xXTT-seq: Total RNA was extr,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL18573,Mar 13 2019,Jul 18 2019,0,0,1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,ARCHS4v_,GSE106888,,,,,,Cardiac fibroblasts,Strange,Flatten with gap at middle - may be bit of fast cc ,,,61.39,0,0,1,0,,0.97,699,26899,2017,Homo sapiens,Cardiac fibroblasts,Public on Jun 20 2019,Illumina HiSeq 2500,QC: Qualities of de-barcoded raw sequence reads were checked by fastqc.Xx-xXMapping: Mapping to the,"On day of collection, the cells were trypsinized, stained with NearIR live/dead dye (Thermo Fisher ",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Nov 14 2017,Jun 20 2019,0,0,1,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,ARCHS4v_,GSE97460,,,,,,BT20 cell line,Strange,Bulk? but percent of zeros is big 59,,,59.08,0,0,1,0,,0.94,676,28974,2017,Homo sapiens,BT20 cell line,Public on Apr 07 2017,Illumina HiSeq 2500,PLATE-Seq data are comprised of sets of two paired-end reads. The first read contains an 8-base bar,PLATE-Seq: Cells are lysed for PLATE-Seq in Buffer TCL (Qiagen) supplemented with 2-mercaptoethanol,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Apr 06 2017,Apr 07 2017,0,0,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,ARCHS4v_,GSE113036,,,,,,ctrl_d2,G0,Very Few Exceptions,,,72.75,1,1,1,0,,0.81,672,27245,2018,Homo sapiens,ctrl_d2,Public on Jun 05 2018,Illumina HiSeq 2500,"""freeIbis"" was used as an efficient basecaller with calibrated quality scores for Illumina sequence",Single cell isolation by FACS and cDNA generation following SmartSeq2 protocol. (Nat Protoc. 2014 J,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,May 08 2018,Jun 05 2018,1,1,1,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,ARCHS4v_,GSE125288,,,,,,hNSC_single-cell,Triangle,,,,50.56,1,1,1,0,,0.7,669,30351,2019,Homo sapiens,hNSC_single-cell,Public on Sep 19 2019,Illumina HiSeq 2500,"FASTQ files were generated using bcl2fastq (v2.16.0.10).Xx-xXFor RamDA-seq data with living cells, ","For single-cell RamDA-seq, single cells were directly sorted into the cell lysis buffer containing ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Jan 17 2019,Sep 21 2019,1,1,1,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,ARCHS4v_,GSE132044,,,,,,Human HEK293 cell line,G0,,,,82.77,0,0,1,1,,0.54,667,29902,2019,Homo sapiens,Human HEK293 cell line,Public on Jun 01 2019,Illumina NextSeq 500,"For scRNA-seq and snRNA-seq data, scumi v0.1.0 (https://bitbucket.org/jerry00/scumi-dev/src/master/",Total RNA from bulk samples was extracted using Quick-RNA Mini Prep (Zymo Research) following the v,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,May 31 2019,Jun 05 2019,0,0,1,1,0.54,Ding et al bioRxiv,10.1038/s41587-020-0465-8,"Jiarui Ding, Xian Adiconis, Sean K. Simmons, Monika S. Kowalczyk, Cynthia C. Hession, Nemanja D. Marjanovic, Travis K. Hughes, Marc H. Wadsworth, Tyler Burks, Lan T. Nguyen, John Y. H. Kwon, Boaz Barak, William Ge, Amanda J. Kedaigle, Shaina Carroll, Shuqiang Li, Nir Hacohen, Orit Rozenblatt-Rosen, Alex K. Shalek, Alexandra-Chloé Villani, Aviv Regev, Joshua Z. Levin",Nat Biotechnol,Systematic comparison of single-cell and single-nucleus RNA-sequencing methods,20200406,10.1101/632216,"87,380","Human, Mouse",Brain,Smart-seq2 & CEL-seq2 & Chromium & Drop-seq & Seq-Well & InDrops & sci-RNA-seq,GSE132044,,RNA-seq,"PBMCs, Cortex, HEK293, NIH3T3",,,,,,,,,,,,,
49,49,ARCHS4v_,GSE70580,,,,,,cDNA,G0,,,,78.54,0,0,1,1,,0.41,648,24873,2015,Homo sapiens,cDNA,Public on Jan 27 2016,Illumina HiSeq 2000,All reads were aligned to the human (hg19) genomes using STAR (Dobin et al. 2013)Xx-xXNon-uniquely,cDNA was generated from FACS sorted cells using to Smart-seq2 (Picelli et al. Nature Methods 2013)X,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Jul 07 2015,Jan 28 2016,0,0,1,1,0.41,Bjorklund et al NImmunology,10.1038/ni.3368,"Åsa K Björklund, Marianne Forkel, Simone Picelli, Viktoria Konya, Jakob Theorell, Danielle Friberg, Rickard Sandberg, Jenny Mjösberg",Nat Immunol,The heterogeneity of human CD127+ innate lymphoid cells revealed by single-cell RNA sequencing,20160215,-,648,Human,Tonsil,Smart-seq2,GSE70580,,RNA-seq,CD127+ ILCs from tonsils,,,"56yo, 44yo, 23yo",4,Yes,No,No,Yes,Yes,,,,
50,50,ARCHS4v_,GSE125616,,,,,,trophoblasts,Strange,May be Flatten,,,63.78,0,0,0,0,,0.83,640,33178,2019,Homo sapiens,trophoblasts,Public on Oct 24 2019,HiSeq X Ten,The raw sequencing fastq files were trimmed using  Trim Galore! in paired-end mode with default par,Embryos were treated with trypsin to detach from dishes. Embryos then be and manually transferred t,cDNA,transcriptomic,RNA-Seq,total RNA,GPL20795,Jan 24 2019,Oct 24 2019,0,0,0,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,ARCHS4v_,GSE116237,,,,,,T0 melanoma cell,Oval,Very Thin,,,74.64,0,0,1,0,,0.62,637,27065,2018,Homo sapiens,T0 melanoma cell,Public on Jul 18 2018,Illumina NextSeq 500,"BAM files were converted to merged, demultiplexed FASTQ files, cleaned using fastq-mcf (ea-utils r8","FACS sorting for dsRED+ living cells, SMARTseq2 (Picelli et a. 2014)Xx-xXNextera-XT (Illumina)",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL18573,Jun 25 2018,Jul 18 2018,0,0,1,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,ARCHS4v_,GSE83139,,,,,,pancreas,G0,,,,66,1,1,1,1,,0.58,635,28023,2016,Homo sapiens,pancreas,Public on Jul 05 2016,Illumina HiSeq 2000,Poor quality sequence was trimmed from FASTQ files.Xx-xXFASTQ files were aligned to human genome hg,"Islets were dissociated to single cell by 0.05% Trypsin, 9 mins at 37oC. Cells (250-500 cells/l) ",cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Jun 08 2016,Jul 05 2016,1,1,1,1,0.58,Wang et al Diabetes,10.2337/db16-0405,"Yue J. Wang, Jonathan Schug, Kyoung-Jae Won, Chengyang Liu, Ali Naji, Dana Avrahami, Maria L. Golson, Klaus H. Kaestner",Diabetes,Single-Cell Transcriptomics of the Human Endocrine Pancreas,20160701,-,635,Human,Pancreas,SMARTer (C1),GSE83139,,RNA-seq,Pancreatic endocrine cells,"Type 1 diabetes, Type 2 diabetes","juvenile, adult, T2D",,2,Yes,,,No,No,,,,
53,53,ARCHS4v_,GSE108977,,,,,,Adult testis,FlattenShort,range 3.2-4.6 strange,,,68.86,0,0,1,0,,0.85,627,32470,2018,Homo sapiens,Adult testis,Public on Nov 06 2018,Illumina HiSeq 2500,Illumina base-calling (PE100) and demultiplexing with BCL-2-FastqXx-xXPaired FASTQ files from each,Suspensions of human seminiferous tubule cells were prepared from adult testicular tissue parenchym,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Jan 09 2018,Nov 06 2018,0,0,1,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,ARCHS4v_,GSE96981,,,,,,Human_adult_liver,Flatten,,,,79.14,1,1,1,0,,0.92,617,29085,2017,Homo sapiens,Human_adult_liver,Public on Jun 21 2017,Illumina HiSeq 2500,"""freeIbis"" was used as an efficient basecaller with calibrated quality scores for Illumina sequence","Cells were loaded into the Fluidigm C1 microfluidic platform, where single cells were captured. Lys",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Mar 23 2017,Jun 21 2017,1,1,1,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,ARCHS4v_,GSE118900,1,,,,,plasma cells from perpheral blood,G0,,,,73.32,0,0,1,1,,0.76,589,26820,2018,Homo sapiens,plasma cells from perpheral blood,Public on Nov 17 2018,Illumina HiSeq 2500,Basecalls performed using Illumina bcl2fastq2 versions bcl2fastq-1.8.4 (before therapy) and 2.17.1.,Bone marrow aspirates were collected from 15 patients after informed consent and subjected to ACK l,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Aug 22 2018,Nov 17 2018,0,0,1,1,0.76,Sung Jang et al BCJ,10.1038/s41408-018-0160-x,"Jin Sung Jang, Ying Li, Amit Kumar Mitra, Lintao Bi, Alexej Abyzov, Andre J. van Wijnen, Linda B. Baughn, Brian Van Ness, Vincent Rajkumar, Shaji Kumar, Jin Jen",Blood Cancer Journal,Molecular signatures of multiple myeloma progression through single cell RNA-Seq,20190103,-,597,Human,,SMARTer (C1),GSE118900,,RNA-seq,Multiple myeloma,,,,,,,,,,,,,
56,56,ARCHS4v_,GSE105211,,,,,,BJ_MYO_R1_T24,Flatten,,,,64.49,0,0,1,0,,0.92,586,26650,2017,Homo sapiens,BJ_MYO_R1_T24,Public on Sep 26 2018,Illumina HiSeq 2000,Gene expression profiles for each cell were computed,To perform reprogramming and differentiation experiments HSMM,cDNA,transcriptomic,RNA-Seq,total RNA,GPL11154,Oct 19 2017,Sep 26 2018,0,0,1,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,ARCHS4v_,GSE96760,,,,,,"H-STS NET cell line, AZD8055, 6h",Bulk?,,,,43.74,0,0,1,0,,0.81,573,32201,2017,Homo sapiens,"H-STS NET cell line, AZD8055, 6h",Public on Feb 25 2018,Illumina HiSeq 2500,Sequencing was performed in a Hi-Seq 2500 sequencer (Illumina) and base calling was performed with,Cells were lysed and total RNA isolated. RNA integrity was evaluated with a 2100 Bioanalyzer.Xx-xXS,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Mar 17 2017,Feb 26 2018,0,0,1,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,ARCHS4v_,GSE114961Xx-xXGSE115353,,,,,,Haematopoietic progenitor cells,Flatten,,,,76.36,0,1,1,0,,0.85,565,25627,2018,Homo sapiens,Haematopoietic progenitor cells,Public on Jul 19 2018,Illumina NextSeq 500,"Alignments to Homo sapiens genome (hg38) was performed with Salmon v0.9.1 (Patro et al., 2017)Xx-xX",Sequencing libraries from 192 single CD34+ cells per donor were produced based on the smart-seq2 pr,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,May 28 2018,Jul 19 2018,0,1,1,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,ARCHS4v_,GSE75688,,,,,,BC04_Single-cell RNA-seq,Flatten,,,,68.17,1,1,1,1,,0.85,559,31861,2016,Homo sapiens,BC04_Single-cell RNA-seq,Public on Dec 09 2016,Illumina HiSeq 2500,A modified reference was generated by merging the three array control RNA spike-ins (ThermoFisher),Dead cells in single cell suspensions were removed by Ficoll-Paque TM PLUS (GE healthcare) separati,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Nov 15 2016,Dec 09 2016,1,1,1,1,0.85,Chung et al NCommunications,10.1038/ncomms15081,"Woosung Chung, Hye Hyeon Eum, Hae-Ock Lee, Kyung-Min Lee, Han-Byoel Lee, Kyu-Tae Kim, Han Suk Ryu, Sangmin Kim, Jeong Eon Lee, Yeon Hee Park, Zhengyan Kan, Wonshik Han, Woong-Yang Park",Nat Commun,Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer,20170505,-,515,Human,Breast,SMARTer (C1),GSE75688,,RNA-seq,breast cancer,,,,13,Yes,No,No,Yes,No,,IFC Capture,,
60,60,ARCHS4v_,GSE139382,,,,,,HB,Flatten,,,,71.18,1,1,1,0,,0.94,553,31514,2019,Homo sapiens,HB,Public on Oct 26 2019,Illumina HiSeq 4000,Adapter sequences and low-quality bases at the end of the reads were then removed using the Cutadap,"Single cells from iPSC (day 0), day 9 HB, and day 30 HO cultures, and PHHs were prepared using the ",cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Oct 25 2019,Oct 29 2019,1,1,1,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,ARCHS4v_,GSE125966,,,,,,DLBCL,Bulk?,,,,30.17,0,0,0,0,,0.96,551,35072,2019,Homo sapiens,DLBCL,Public on Feb 01 2019,Illumina HiSeq 2500,Alignment of reads performed using gsnap to GRCh38Xx-xXUniquely mapped reads were summarized to fea,RNA was isolated and purified from pre-treatment formalin fixed paraffin embedded (FFPE) biopsies u,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Jan 31 2019,Feb 04 2019,0,0,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,ARCHS4v_,GSE109085,,,,,,CLL patient 3 time-point 2 Dual Protocol scRNAseq,G0,,,,75.17,1,1,1,1,,0.06,550,28369,2018,Homo sapiens,CLL patient 3 time-point 2 Dual Protocol scRNAseq,Public on May 02 2019,Illumina HiSeq 2000,"Each pool of 96 cells was first demultiplexed by Illumina i7 barcodes, resulting in four pools of 2",Single cells were sorted in 96 well plates in 3uL of 0.1X CutSmart buffer (New England Biolabs) per,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL11154,Jan 11 2018,May 02 2019,1,1,1,1,0.06,Gaiti et al Nature,10.1038/s41586-019-1198-z,"Federico Gaiti, Ronan Chaligne, Hongcang Gu, Ryan M. Brand, Steven Kothen-Hill, Rafael C. Schulman, Kirill Grigorev, Davide Risso, Kyu-Tae Kim, Alessandro Pastore, Kevin Y. Huang, Alicia Alonso, Caroline Sheridan, Nathaniel D. Omans, Evan Biederstedt, Kendell Clement, Lili Wang, Joshua A. Felsenfeld, Erica B. Bhavsar, Martin J. Aryee, John N. Allan, Richard Furman, Andreas Gnirke, Catherine J. Wu, Alexander Meissner, Dan A. Landau",Nature,Epigenetic evolution and lineage histories of chronic lymphocytic leukaemia,20190515,-,843,Human,,Smart-seq2 & scRRBS,GSE109085,,RNA-seq,chronic lymphocytic leukemia,,,,,,,,,,,,,
63,63,ARCHS4v_,GSE86618,,,,,,lung,G0,,,,61.45,0,0,1,0,,0.71,540,26594,2016,Homo sapiens,lung,Public on Dec 08 2016,Illumina NextSeq 500,"Briefly, the analytic pipeline consisted of four components that included: gene pre-filtering and n",Cells were isolated from two normal controls and six IPF tissue samples prepared as described for F,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Sep 09 2016,Dec 08 2016,0,0,1,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,ARCHS4v_,GSE98556,,,,,,Human Retina,Flatten,,,,72.14,0,0,1,0,,0.83,534,27784,2017,Homo sapiens,Human Retina,Public on Feb 28 2018,Illumina HiSeq 2500,FASTQ files were generated by CASAVA (v1.8.2).Xx-xXReads were mapped to the human transcriptome usi,"All procedures of cell loading, capture, and library preparations were performed following the Flui",cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,May 04 2017,Feb 28 2018,0,0,1,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,ARCHS4v_,GSE112274,,,,,,PC9 lung cancer cell line,SemiOvalNoHole,,,,55.76,1,1,1,0,,0.55,530,28029,2018,Homo sapiens,PC9 lung cancer cell line,Public on Mar 23 2019,Illumina NextSeq 500,scRNAseq FASTQ files were aligned to hg19 human genome assembly using STAR 2.5.2a and GENCODEv19 ge,The isolation of single cells followed by cDNA synthesis were carried out using the Fluidigm C1 Aut,cDNA,transcriptomic,RNA-Seq,total RNA,GPL18573,Mar 23 2018,Mar 23 2019,1,1,1,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,ARCHS4v_,GSE115639Xx-xXGSE115798,,,,,,cord blood derived CD49f+ haematopoietic stem cells,G0,,,,75,0,0,1,0,,0.41,519,25282,2018,Homo sapiens,cord blood derived CD49f+ haematopoietic stem cells,Public on Sep 14 2018,Illumina HiSeq 4000,gsnap version 2015-09-29 was used to map reads onto the human reference genome GRCh38. Parameters u,"CD49f+ HSCs were purified by FACS from CD34+ cord blood samples obtained as in Notta et al., Scienc",cDNA,transcriptomic,RNA-Seq,total RNA,GPL20301,Jun 11 2018,Sep 14 2018,0,0,1,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,ARCHS4v_,GSE115828,,,,,,Retina,Bulk?,,,,35.43,0,0,0,0,,0.91,518,32930,2018,Homo sapiens,Retina,Public on Feb 11 2019,Illumina HiSeq 2500,Sequenced reads were trimmed for adaptors with Trimmomatic 0.36 and quality of raw FASTQs were chec,Retina punches flash frozen in liquid nitrogren and stored in -80 C; retina homogenized and RNA iso,cDNA,transcriptomic,RNA-Seq,polyA RNA,GPL16791,Jun 14 2018,Feb 11 2019,0,0,0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,ARCHS4v_,GSE96783,,,,,,07-01-104-7,Bulk?,,,,37.38,0,0,0,0,,0.98,513,31206,2017,Homo sapiens,07-01-104-7,Public on Mar 27 2018,Illumina HiSeq 2500,Base-calling was performed using CASAVA v.1.8.2.Xx-xXFASTQ reads were trimmed using fastq-mcf (ea-u,RNA was extracted using TRIzol following the manufacturer's protocol (Invitrogen).Xx-xXRNA quality,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Mar 17 2017,Apr 21 2018,0,0,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,ARCHS4v_,GSE117075,,,,,,Fibroblasts,Flatten,G0 mostly,,,66.3,1,1,1,0,,0.9,513,26343,2018,Homo sapiens,Fibroblasts,Public on Dec 01 2019,Illumina HiSeq 2500,Basecalls performed using CASAVA version 1.7Xx-xXSingle-cell RNAseq reads were aligned to the human,Single cell RNA-seq analysis was performed using the Fluidigm C1 platform following the manufacture,cDNA,transcriptomic,RNA-Seq,total RNA,GPL16791,Jul 13 2018,Dec 01 2019,1,1,1,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
